transaction_id,product_id,locale,order_type,size,reason_code,price,fit_return_w_empty_reason_code,Fit Return,Product Name,Gender,date
750731609,6678,us,purchased,XS,,278.75,FALSE,FALSE,space_gloves,female,2021-08-31
598265464,2305,uk,purchased,M,,,FALSE,FALSE,space_suit,female,2021-12-14
173147295,2305,us,purchased,S,,207.24,FALSE,FALSE,space_suit,male,2021-09-22
167877495,2305,germany,purchased,S,,,FALSE,FALSE,space_suit,female,2021-11-12
249750102,2305,canada,purchased,S,,349.25,FALSE,FALSE,space_suit,male,2021-09-29
416598408,6678,france,purchased,3XL,,,FALSE,FALSE,space_gloves,male,2021-11-25
121829415,6678,uk,purchased,S,,,FALSE,FALSE,space_gloves,female,2021-12-01
563407649,9602,uk,cancelled,XL,,,FALSE,FALSE,space_underwear,male,2021-12-30
929726787,6678,germany,purchased,M,,,FALSE,FALSE,space_gloves,female,2021-11-13
657681036,2305,uk,purchased,L,,,FALSE,FALSE,space_suit,male,2021-11-17
634113822,9602,germany,purchased,L,,,FALSE,FALSE,space_underwear,male,2021-12-13
845201799,2305,uk,purchased,L,,,FALSE,FALSE,space_suit,male,2021-11-12
829315225,6678,canada,returned,S,,350.35,FALSE,FALSE,space_gloves,female,2021-12-02
616583250,2305,france,purchased,S,,,FALSE,FALSE,space_suit,female,2021-09-28
457530170,4982,germany,purchased,S,,,FALSE,FALSE,space_socks,female,2021-12-24
870424058,2305,canada,purchased,L,,786.4,FALSE,FALSE,space_suit,male,2021-10-27
379717768,2305,canada,purchased,S,,834.25,FALSE,FALSE,space_suit,female,2021-12-25
440553258,2305,us,purchased,2XL,,517.6,FALSE,FALSE,space_suit,male,2021-07-03
840532076,6678,canada,returned,XL,,73.5,FALSE,FALSE,space_gloves,male,2021-09-27
366797227,2305,us,purchased,S,,351.5,FALSE,FALSE,space_suit,male,2021-10-06
638359175,2305,us,returned,M,,244.88,FALSE,FALSE,space_suit,female,2021-07-19
184393340,2305,france,purchased,M,,,FALSE,FALSE,space_suit,male,2021-12-07
332661132,2305,uk,purchased,S,,,FALSE,FALSE,space_suit,female,2021-09-27
884078181,2305,uk,purchased,M,,,FALSE,FALSE,space_suit,male,2021-10-05
524152597,2305,us,purchased,S,,370.63,FALSE,FALSE,space_suit,female,2021-12-06
